created,text,retwc,hashtag,followers,friends
2021-06-04 21:11:48,"b'RT @davidschneider: Don\xe2\x80\x99t be angry at the government. Yes, the Indian/Delta variant is now out of control, threatening a 3rd wave, and yes,\xe2\x80\xa6'",1829,None,309,475
2021-06-04 21:11:47,b'RT @ukiswitheu: Brexit doesn\xe2\x80\x99t work \nLet\xe2\x80\x99s #RejoinEU \n\nLike and RT if you agree',948,RejoinEU,436,568
2021-06-04 21:11:41,b'RT @LeftRig57257476: Just see the Ed Miliband clip on lbc where he spoke about embracing Brexit because we had a vote and lost bla bla.\nAs\xe2\x80\xa6',87,None,606,346
2021-06-04 21:11:41,"b""RT @suebeesley: Working on a video about post-Brexit plant importing... Going to call it 'Plant Importers Form-sick blues...'  And that's j\xe2\x80\xa6""",12,None,203,157
2021-06-04 21:11:41,"b""RT @Suewilson91: Norway said it was a great deal, but not as good as the one we had with the EU.\nNow, there's a surprise. https://t.co/3Y5G\xe2\x80\xa6""",67,None,244,529
2021-06-04 21:11:36,"b""RT @Matt_JE7: #LBC caller : I forgive Johnson and Hancock for all the mistakes (deaths), but they've lost my support over the Portugal deba\xe2\x80\xa6""",1399,LBC,6700,4588
2021-06-04 21:11:35,"b""RT @Matt_JE7: #LBC caller : I forgive Johnson and Hancock for all the mistakes (deaths), but they've lost my support over the Portugal deba\xe2\x80\xa6""",1399,LBC,3145,3198
2021-06-04 21:11:31,"b'@afneil Man who represents 80% of media that continually ignores, plays down &amp; excuses Tory failings, mishandling o\xe2\x80\xa6 https://t.co/aZw9Ff36uc'",0,None,845,1479
2021-06-04 21:11:30,b'The anti Brexit brigade are using the vaccination of children as a competition!! https://t.co/RR8XIqjHiF',0,None,118,434
2021-06-04 21:11:30,"b""RT @pampreedy: The attempt wasn't 'woeful', it was non-existent. And the same will apply to the 'refund'. The French government don't like\xe2\x80\xa6""",1,None,1161,1207
2021-06-04 21:11:29,b'@acgrayling Voters can express their opposition to Brexit by voting for the Rejoin EU  party in the Chesham and Ame\xe2\x80\xa6 https://t.co/MNxNR7t7UY',0,None,5501,3756
2021-06-04 21:11:28,"b'RT @Laurence_in_EU: Seriously, I know almost nothing about psychopathy. But I think delusion must be at the very root of it. And delusion i\xe2\x80\xa6'",6,None,444,1009
2021-06-04 21:11:28,b'#thelastleg And... brexit ffs',0,thelastleg,83,806
2021-06-04 21:11:27,b'RT @ukiswitheu: Brexit doesn\xe2\x80\x99t work \nLet\xe2\x80\x99s #RejoinEU \n\nLike and RT if you agree',948,RejoinEU,37,256
2021-06-04 21:11:26,b'RT @dariomazzola: For all #FBPE and #FBPA people it\xe2\x80\x99s #followbackfriday! Let\xe2\x80\x99s expand our network with each other so we can better act toge\xe2\x80\xa6',181,FBPE,2879,3304
2021-06-04 21:11:25,"b'RT @RussellEngland: @rdanielkelemen @acgrayling 55. Sam Allardyce 2019: ""High on my list is Brexit because I\xe2\x80\x99m a Brexiteer""\n\nSam Allardyce\xe2\x80\xa6'",5,None,382,353
2021-06-04 21:11:24,"b'RT @BjCruickshank: So have i got this right? Scotland has now to suffer a third Covid wave, because of the Indian variant which is highly t\xe2\x80\xa6'",321,None,9430,9431
2021-06-04 21:11:20,"b'@StuartR69254283 @BBCBusiness @BBCNews Exactly. Ppl w families, houses, bills need security, decent wages, pensions\xe2\x80\xa6 https://t.co/UCGQQXnq1J'",0,None,589,1032
2021-06-04 21:11:19,b'RT @Beany_1: Brexit didn\xe2\x80\x99t:\n\nSave money - it cost money\nReduce red tape - it increased it\nGive us sovereignty - it reduced it as we humilia\xe2\x80\xa6',277,None,1059,1276
2021-06-04 21:11:16,b'RT @XBeepXBeep: @june_mummery Just another distraction tweet from June. The problem is not foreign vessels in British waters. It is that th\xe2\x80\xa6',1,None,5868,5883
2021-06-04 21:11:14,b'RT @Eddystone506: Why is it so hard for brexit dinosaaurs to understand that:\n\n1) we paid the EU \xc2\xa310bn per year\n\n2) and got \xc2\xa3325bn exports\xe2\x80\xa6',409,None,611,1535
2021-06-04 21:11:11,b'Opinion: We still don\xe2\x80\x99t know what or who Brexit is actually for  https://t.co/clmrvUssd4',0,None,13856,14026
2021-06-04 21:11:10,"b'RT @TheEconomist: Covid-19 is one factor in turning Britain\xe2\x80\x99s dials back; concerns over China another. Brexit has shaken old certainties, t\xe2\x80\xa6'",7,None,0,42
2021-06-04 21:11:08,"b'RT @Robert_Patman: @BylineTimes @brexit_sham GB News seems to be a metaphor for Brexit. Wrapped in the union jack, championed by a privatel\xe2\x80\xa6'",117,None,7272,3963
2021-06-04 21:11:04,"b""RT @RussellEngland: @rdanielkelemen @acgrayling Some more for you.\n\n54. One of Devon's biggest fish exporters and Brexit campaigner has rec\xe2\x80\xa6""",5,None,382,353
2021-06-04 21:11:02,"b""UK could threaten to pull out of EU's \xe2\x82\xac100bn research programme amid Brexit deal row https://t.co/fWcC0DvIQM""",0,None,1180,4998
2021-06-04 21:11:00,b'RT @chrisgreybrexit: School trips to UK from EU could halve as Brexit hits cultural exchanges https://t.co/Gi0OAaIH0O',48,None,1113,1943
2021-06-04 21:11:00,"b""RT @mojos55: John Bercow: It's time to rage against the liar on the right https://t.co/lpqOmn7Zzh""",74,None,225,394
2021-06-04 21:11:00,"b""RT @Matt_JE7: #LBC caller : I forgive Johnson and Hancock for all the mistakes (deaths), but they've lost my support over the Portugal deba\xe2\x80\xa6""",1399,LBC,641,1102
2021-06-04 21:11:00,"b""RT @Juliest101: I suspect it won't be the 150,000 preventable deaths or the Brexit economic disaster that'll do for Johnson, but that some\xe2\x80\xa6""",70,None,2879,3304
2021-06-04 21:10:57,"b'@djmgaffneyw4 Meh, the Brexit support was in the EU\xe2\x80\x99s best interest. No reason to capitulate just b/c the US is all\xe2\x80\xa6 https://t.co/hr88g8HDpZ'",0,None,8102,628
2021-06-04 21:10:57,b'RT @BylineTV: The new Brexit trade deals are a disaster - @Otto_English explains why. https://t.co/3C9u8P636x',202,None,269,344
2021-06-04 21:10:56,"b""@Jo_WhiteheadUK Instead of embracing labels why don't they advocate better outcomes? Ie more trade, better working\xe2\x80\xa6 https://t.co/r0VfgPM1il""",0,None,250,1084
2021-06-04 21:10:56,"b""RT @changed_gear: @acgrayling I agree. Tories have won over Labour voters with Brexit. They've also retained most of their traditional vote\xe2\x80\xa6""",3,None,383,609
2021-06-04 21:10:53,b'RT @nickreeves9876: They said Leavers knew what they were voting for. But this article from June 2016 shows voters were massively misinform\xe2\x80\xa6',179,None,117,474
2021-06-04 21:10:53,b'@DrDavidMcMenemy They are a material factor in #Brexit. It\xe2\x80\x99s scandalous.',1,Brexit,4751,4647
2021-06-04 21:10:51,b'the tenth doctor quit ukip to join the brexit party',0,None,1285,572
2021-06-04 21:10:50,"b'Brexit: UK announces trade deal with Norway, Iceland and Liechtenstein - BBC News https://t.co/v27UIexAtS'",0,None,643,3292
