,5afb229e8f80884aaad9c6ea,10832.953016337668,Bergfritz,1934.47,612.8799999999992,12155.0,1.5954933648455245,T2 - Mountain hike,1322.96,609.6699999999992,10832.953016337668.1
0,5afb229e8f80884aaad9c6eb,12259.376315354515,Bergfritz,2186.21,614.7529999999997,13876.0,1.3943196522832288,T3 - Difficult Mountain hike,1266.4,1193.7329999999995,12259.376315354515
1,5afb229e8f80884aaad9c6ec,22980.16808121303,igor,2265.0,2255.976000000001,28971.0,1.5030017375028948,T3 - Difficult Mountain hike,176.54,2177.625999999999,22980.16808121303
2,5afb229e8f80884aaad9c6ed,24903.50347003577,rkroebl,962.42,882.3120000000001,26726.0,1.516689157651007,T2 - Mountain hike,388.51,901.052,24903.50347003577
3,5afb229e8f80884aaad9c6ee,19581.273818639707,rkroebl,697.57,310.66200000000003,18197.0,1.5424054972090555,T2 - Mountain hike,438.5,305.372,19581.273818639707
4,5afb229e8f80884aaad9c6ef,8927.813276621631,siso,2613.96,922.87,10905.0,3.8599083425462855,T1 - Valley hike,1685.33,927.19,8927.813276621631
5,5afb229e8f80884aaad9c6f0,8925.378849702574,ivanbutti,1666.58,1032.6250000000005,14660.0,4.073262910316702,T3+ - Difficult Mountain hike,682.73,1009.9650000000006,8925.378849702574
6,5afb229e8f80884aaad9c6f1,8389.371263377681,kopfsalat,723.4,402.4799999999999,0.0,0.0,T2 - Mountain hike,417.7,393.38,8389.371263377681
7,5afb229e8f80884aaad9c6f2,11481.637989572357,Mo6451,1061.9999867792594,366.2133058852296,0.0,0.0,T2 - Mountain hike,750.500003322906,365.51330812269487,11481.637989572357
8,5afb229e8f80884aaad9c6f3,11560.673831176353,swiss86,1298.2,765.8000000000002,11645.0,1.4723563335592105,T2 - Mountain hike,820.7,768.3000000000002,11560.673831176353
9,5afb229e8f80884aaad9c6f4,7991.36916170492,Menek,1365.76,788.9160000000003,11951.0,1.3800246877019842,T4- - High-level Alpine hike,580.47,786.2160000000003,7991.36916170492
10,5afb229e8f80884aaad9c6f5,11668.260033542883,swiss86,1923.8,987.65,15079.0,1.4510652880833683,T3 - Difficult Mountain hike,993.9,987.55,11668.260033542883
11,5afb229e8f80884aaad9c6f6,7837.446632968303,SCM,897.0,413.6,8563.0,0.0,T1 - Valley hike,458.0,447.6,7837.446632968303
12,5afb229e8f80884aaad9c6f7,12325.599302748424,SCM,1458.0,743.0000000000002,12557.0,1.6237918728810434,T2 - Mountain hike,722.0,737.0000000000002,12325.599302748424
13,5afb229e8f80884aaad9c6f8,15515.559314306403,Felix,1649.6,917.8110893750192,0.0,0.0,T3 - Difficult Mountain hike,823.3000019678724,868.4110893750192,15515.559314306403
14,5afb229e8f80884aaad9c6f9,12727.364353239094,saimon,1765.931396484375,1639.1911163330078,16481.0,3.335684750128907,T3 - Difficult Mountain hike,308.03436279296875,1639.0060882568353,12727.364353239094
15,5afb229e8f80884aaad9c6fa,18863.934860065543,saimon,807.5406494140625,532.4066375732423,10050.0,3.022630203239524,T2 - Mountain hike,306.7984619140625,522.448812866211,18863.934860065543
16,5afb229e8f80884aaad9c6fb,11746.469700976804,carpintero,1977.48,1077.9000000000003,13077.0,1.6198793126714757,T4 - High-level Alpine hike,900.24,1084.2500000000005,11746.469700976804
17,5afb229e8f80884aaad9c6fc,15928.752055637206,ser59,2016.11999511719,1318.4639831543052,17279.0,2.473358211858652,T3+ - Difficult Mountain hike,749.599975585938,718.9739929199332,15928.752055637206
18,5afb229e8f80884aaad9c6fd,12831.579834003793,ser59,2686.60009765625,1584.815942382816,14185.0,3.2017210479184244,T4 - High-level Alpine hike,1069.0,1373.695947265626,12831.579834003793
19,5afb229e8f80884aaad9c6fe,14539.567672996012,cappef,2127.340088,1140.9089960999995,18023.0,1.5914755222546138,T2 - Mountain hike,845.359985,1314.0490101,14539.567672996012
20,5afb229e8f80884aaad9c6ff,16448.600295395714,igor,2225.59,1204.2979999999995,17227.0,1.5359433195289551,T5- - Challenging High-level Alpine hike,1033.07,1170.1679999999994,16448.600295395714
21,5afb229e8f80884aaad9c700,12772.100729276914,cristina,2169.83,1466.922,18318.0,1.2885553858123089,T3 - Difficult Mountain hike,707.19,1466.9219999999996,12772.100729276914
22,5afb229e8f80884aaad9c701,7645.832902753589,Krokus,1256.24,174.61300000000006,10820.0,1.2317941112153064,T2 - Mountain hike,893.48,535.8130000000001,7645.832902753589
23,5afb229e8f80884aaad9c702,14075.655573797914,johnny68,1030.0,745.2999999999994,15626.0,1.8503932775615832,T3 - Difficult Mountain hike,588.0,753.2999999999994,14075.655573797914
24,5afb229e8f80884aaad9c703,13394.144190477497,CampoTencia,1191.96,590.185,18796.0,1.3941738628450715,T2 - Mountain hike,604.79,603.2450000000002,13394.144190477497
25,5afb229e8f80884aaad9c704,5765.764594337409,83_Stefan,1713.0,1012.0,2017.0,3.2182020156013245,T3 - Difficult Mountain hike,685.0,0.0,5765.764594337409
26,5afb229e8f80884aaad9c705,13784.179722364825,cai56,1349.35,1153.335,18771.0,1.3989794257612984,T4 - High-level Alpine hike,227.49,1106.7150000000006,13784.179722364825
27,5afb229e8f80884aaad9c706,23643.941054754785,cristina,1794.92,1922.49,26936.0,1.43631312200936,T3 - Difficult Mountain hike,91.46,1913.84,23643.941054754785
28,5afb229e8f80884aaad9c707,19035.10280201175,cristina,1738.2,1534.592,22334.0,1.300588789870132,T3 - Difficult Mountain hike,530.79,1516.3320000000008,19035.10280201175
